0.001 0.001 4.49875e-1 4.49875e-1
0.0425833 0.001 3.11414e-1 3.11414e-1
0.084166599 0.001 2.62628e-1 2.62628e-1
0.125749898 0.001 2.30096e-1 2.30096e-1
0.16733319 0.001 2.05035e-1 2.05035e-1
0.20891649 0.001 1.84344e-1 1.84344e-1
0.25049979 0.001 1.66583e-1 1.66583e-1
0.29208308 0.001 1.50928e-1 1.50928e-1
0.33366638 0.001 1.36868e-1 1.36868e-1
0.37524968 0.001 1.24055e-1 1.24055e-1
0.41683298 0.001 1.12259e-1 1.12259e-1
0.45841628 0.001 1.01308e-1 1.01308e-1
0.49999957 0.001 9.10654e-2 9.10654e-2
0.54158287 0.001 8.14302e-2 8.14302e-2
0.58316617 0.001 7.23224e-2 7.23224e-2
0.62474947 0.001 6.36877e-2 6.36877e-2
0.66633276 0.001 5.54546e-2 5.54546e-2
0.70791606 0.001 4.75787e-2 4.75787e-2
0.74949936 0.001 4.00488e-2 4.00488e-2
0.79108266 0.001 3.2798e-2 3.2798e-2
0.83266595 0.001 2.58035e-2 2.58035e-2
0.87424925 0.001 1.90707e-2 1.90707e-2
0.91583255 0.001 1.25592e-2 1.25592e-2
0.95741585 0.001 6.2564e-3 6.2564e-3
0.99899915 0.001 1.4764e-4 1.4764e-4

0.001 0.0425833 3.11414e-1 3.11414e-1
0.0425833 0.0425833 3.936e-1 3.936e-1
0.084166599 0.0425833 3.7189e-1 3.7189e-1
0.125749898 0.0425833 3.469e-1 3.469e-1
0.16733319 0.0425833 3.2272e-1 3.2272e-1
0.20891649 0.0425833 2.9993e-1 2.9993e-1
0.25049979 0.0425833 2.7846e-1 2.7846e-1
0.29208308 0.0425833 2.5815e-1 2.5815e-1
0.33366638 0.0425833 2.3885e-1 2.3885e-1
0.37524968 0.0425833 2.204e-1 2.204e-1
0.41683298 0.0425833 2.0271e-1 2.0271e-1
0.45841628 0.0425833 1.8568e-1 1.8568e-1
0.49999957 0.0425833 1.69237e-1 1.69237e-1
0.54158287 0.0425833 1.5331e-1 1.5331e-1
0.58316617 0.0425833 1.37827e-1 1.37827e-1
